Record_ID,Timestamp,Building_ID,Total_Operational_Cost,Budget,Savings_Opportunity,Cost_Reduction_Percent,ROI_Generated_Percent,Facility_Health_Score,Resource_Utilization_Percent,Optimization_Count,Optimization_Decision,Priority,Recommendation,Recommended_Action
1311,2026-11-24 12:00:00,BLDG_B,10506.84,12287.89,575.02,13.23,25.67,70.98,68.57,7,Administrative Cost Optimization Required,HIGH,Optimize energy consumption | Reduce administrative overhead,Review HVAC and lighting usage | Review administrative resource usage
1312,2026-11-24 18:00:00,BLDG_A,6428.06,7319.78,360.56,8.43,50.6,70.04,52.16,9,Administrative Cost Optimization Required,MEDIUM,Review security operating costs | Reduce administrative overhead | Increase cost reduction initiatives,Optimize security resource allocation | Review administrative resource usage | Identify additional cost-saving opportunities
1313,2026-11-25 00:00:00,BLDG_C,9611.62,11403.42,1503.3,19.55,50.61,71.51,80.58,10,Administrative Cost Optimization Required,MEDIUM,Optimize maintenance expenditure | Reduce administrative overhead | Implement identified savings opportunities | Prioritize multiple optimization opportunities,Review preventive maintenance schedules | Review administrative resource usage | Prioritize high-value cost-saving activities | Create a structured optimization plan
1314,2026-11-25 06:00:00,BLDG_C,6139.18,7019.86,446.0,9.65,37.51,81.12,78.17,6,Administrative Cost Optimization Required,MEDIUM,Reduce administrative overhead | Increase cost reduction initiatives | Optimize vendor utilization,Review administrative resource usage | Identify additional cost-saving opportunities | Review vendor resource allocation
1315,2026-11-25 12:00:00,BLDG_B,11726.67,13519.96,1608.94,8.41,45.48,93.29,93.14,15,Administrative Cost Optimization Required,MEDIUM,Optimize maintenance expenditure | Reduce administrative overhead | Implement identified savings opportunities | Increase cost reduction initiatives | Monitor high resource utilization | Optimize vendor utilization | Prioritize multiple optimization opportunities,Review preventive maintenance schedules | Review administrative resource usage | Prioritize high-value cost-saving activities | Identify additional cost-saving opportunities | Balance resource allocation | Review vendor resource allocation | Create a structured optimization plan
1316,2026-11-25 18:00:00,BLDG_C,12212.34,12622.44,1406.57,17.53,37.16,91.58,67.08,15,Maintenance Cost Optimization Required,HIGH,Optimize energy consumption | Optimize maintenance expenditure | Implement identified savings opportunities | Prioritize multiple optimization opportunities,Review HVAC and lighting usage | Review preventive maintenance schedules | Prioritize high-value cost-saving activities | Create a structured optimization plan
1317,2026-11-26 00:00:00,BLDG_A,6639.98,7197.13,1172.33,4.32,9.63,62.2,58.39,7,Administrative Cost Optimization Required,HIGH,Optimize energy consumption | Reduce administrative overhead | Implement identified savings opportunities | Increase cost reduction initiatives | Review low-return investments | Improve facility health,Review HVAC and lighting usage | Review administrative resource usage | Prioritize high-value cost-saving activities | Identify additional cost-saving opportunities | Evaluate investment effectiveness | Prioritize facility maintenance activities
1318,2026-11-26 06:00:00,BLDG_A,9747.24,10692.83,691.31,8.82,11.76,93.4,48.0,3,Maintenance Cost Optimization Required,MEDIUM,Optimize maintenance expenditure | Increase cost reduction initiatives | Review low-return investments | Improve resource utilization,Review preventive maintenance schedules | Identify additional cost-saving opportunities | Evaluate investment effectiveness | Reallocate underutilized resources
1319,2026-11-26 12:00:00,BLDG_A,10979.15,11541.93,590.19,10.76,29.87,63.61,81.66,14,Maintenance Cost Optimization Required,HIGH,Optimize maintenance expenditure | Improve facility health | Prioritize multiple optimization opportunities,Review preventive maintenance schedules | Prioritize facility maintenance activities | Create a structured optimization plan
1320,2026-11-26 18:00:00,BLDG_C,12129.74,13411.95,458.57,19.88,50.74,75.78,75.86,14,Maintenance Cost Optimization Required,HIGH,Optimize energy consumption | Optimize maintenance expenditure | Prioritize multiple optimization opportunities,Review HVAC and lighting usage | Review preventive maintenance schedules | Create a structured optimization plan
1321,2026-11-27 00:00:00,BLDG_C,7454.9,7888.46,493.1,21.11,60.05,89.09,93.63,9,Administrative Cost Optimization Required,MEDIUM,Optimize maintenance expenditure | Reduce administrative overhead | Monitor high resource utilization,Review preventive maintenance schedules | Review administrative resource usage | Balance resource allocation
1322,2026-11-27 06:00:00,BLDG_C,7058.32,8028.84,936.01,16.9,9.69,63.1,80.61,3,Energy Cost Optimization Required,HIGH,Optimize energy consumption | Implement identified savings opportunities | Review low-return investments | Improve facility health,Review HVAC and lighting usage | Prioritize high-value cost-saving activities | Evaluate investment effectiveness | Prioritize facility maintenance activities
1323,2026-11-27 12:00:00,BLDG_C,10179.51,11136.97,435.57,12.87,28.98,61.54,91.66,6,Administrative Cost Optimization Required,HIGH,Reduce administrative overhead | Improve facility health | Monitor high resource utilization,Review administrative resource usage | Prioritize facility maintenance activities | Balance resource allocation
1324,2026-11-27 18:00:00,BLDG_C,10737.66,11722.96,716.26,15.53,20.76,72.54,94.58,4,Energy Cost Optimization Required,HIGH,Optimize energy consumption | Monitor high resource utilization | Optimize vendor utilization,Review HVAC and lighting usage | Balance resource allocation | Review vendor resource allocation
1325,2026-11-28 00:00:00,BLDG_A,9845.94,11782.92,1558.58,11.45,54.47,87.74,66.42,9,Security Cost Optimization Required,MEDIUM,Optimize maintenance expenditure | Review security operating costs | Implement identified savings opportunities,Review preventive maintenance schedules | Optimize security resource allocation | Prioritize high-value cost-saving activities
1326,2026-11-28 06:00:00,BLDG_B,6859.64,7398.05,805.62,9.38,56.22,79.83,52.51,1,Administrative Cost Optimization Required,MEDIUM,Reduce administrative overhead | Implement identified savings opportunities | Increase cost reduction initiatives,Review administrative resource usage | Prioritize high-value cost-saving activities | Identify additional cost-saving opportunities
1327,2026-11-28 12:00:00,BLDG_A,10681.23,11455.18,431.82,21.11,19.77,75.85,54.79,9,Administrative Cost Optimization Required,MEDIUM,Optimize maintenance expenditure | Reduce administrative overhead | Review low-return investments,Review preventive maintenance schedules | Review administrative resource usage | Evaluate investment effectiveness
1328,2026-11-28 18:00:00,BLDG_C,12419.09,13210.45,461.4,6.08,48.52,90.9,60.92,12,Administrative Cost Optimization Required,MEDIUM,Optimize maintenance expenditure | Reduce administrative overhead | Increase cost reduction initiatives | Prioritize multiple optimization opportunities,Review preventive maintenance schedules | Review administrative resource usage | Identify additional cost-saving opportunities | Create a structured optimization plan
1329,2026-11-29 00:00:00,BLDG_A,5757.98,6788.37,225.53,10.24,49.71,89.13,70.44,4,Administrative Cost Optimization Required,MEDIUM,Review security operating costs | Reduce administrative overhead,Optimize security resource allocation | Review administrative resource usage
1330,2026-11-29 06:00:00,BLDG_C,8680.18,9542.51,1486.75,20.18,18.09,89.87,51.12,10,Energy Cost Optimization Required,MEDIUM,Optimize energy consumption | Implement identified savings opportunities | Review low-return investments | Prioritize multiple optimization opportunities,Review HVAC and lighting usage | Prioritize high-value cost-saving activities | Evaluate investment effectiveness | Create a structured optimization plan
1331,2026-11-29 12:00:00,BLDG_C,6754.55,7565.12,1063.71,17.02,32.72,77.47,60.09,5,Administrative Cost Optimization Required,MEDIUM,Review security operating costs | Reduce administrative overhead | Implement identified savings opportunities | Optimize vendor utilization,Optimize security resource allocation | Review administrative resource usage | Prioritize high-value cost-saving activities | Review vendor resource allocation
1332,2026-11-29 18:00:00,BLDG_A,10188.33,10556.78,1596.93,4.52,43.36,60.74,60.39,11,Maintenance Cost Optimization Required,HIGH,Optimize maintenance expenditure | Implement identified savings opportunities | Increase cost reduction initiatives | Improve facility health | Prioritize multiple optimization opportunities,Review preventive maintenance schedules | Prioritize high-value cost-saving activities | Identify additional cost-saving opportunities | Prioritize facility maintenance activities | Create a structured optimization plan
1333,2026-11-30 00:00:00,BLDG_C,9312.44,10319.94,1570.38,4.42,9.49,66.54,45.2,13,Administrative Cost Optimization Required,HIGH,Optimize maintenance expenditure | Reduce administrative overhead | Implement identified savings opportunities | Increase cost reduction initiatives | Review low-return investments | Improve facility health | Improve resource utilization | Optimize vendor utilization | Prioritize multiple optimization opportunities,Review preventive maintenance schedules | Review administrative resource usage | Prioritize high-value cost-saving activities | Identify additional cost-saving opportunities | Evaluate investment effectiveness | Prioritize facility maintenance activities | Reallocate underutilized resources | Review vendor resource allocation | Create a structured optimization plan
1334,2026-11-30 06:00:00,BLDG_B,9470.94,9991.18,1001.91,13.3,31.06,88.17,62.71,1,Maintenance Cost Optimization Required,HIGH,Optimize energy consumption | Optimize maintenance expenditure | Implement identified savings opportunities | Optimize vendor utilization,Review HVAC and lighting usage | Review preventive maintenance schedules | Prioritize high-value cost-saving activities | Review vendor resource allocation
1335,2026-11-30 12:00:00,BLDG_C,9489.08,10875.69,636.73,12.72,16.83,88.62,50.81,14,Administrative Cost Optimization Required,MEDIUM,Review security operating costs | Reduce administrative overhead | Review low-return investments | Prioritize multiple optimization opportunities,Optimize security resource allocation | Review administrative resource usage | Evaluate investment effectiveness | Create a structured optimization plan
